train_loss,train_accuracy,valid_loss,valid_accuracy
0.2584,0.8971,0.1632,0.9238
0.1383,0.9438,0.1209,0.9443
0.1308,0.9465,0.0954,0.9538
0.0966,0.9624,0.1352,0.9548
0.0912,0.9585,0.0817,0.9627
0.0773,0.9675,0.0803,0.9701
0.0684,0.9697,0.0738,0.9706
0.0636,0.9713,0.0666,0.9695
0.0473,0.9782,0.0550,0.9774
0.0613,0.9730,0.0607,0.9774
0.0508,0.9790,0.0879,0.9664
0.0540,0.9745,0.0825,0.9653
0.0494,0.9780,0.0633,0.9795
0.0374,0.9823,0.0716,0.9722
0.0421,0.9792,0.0648,0.9785
0.0346,0.9808,0.0895,0.9753
0.0524,0.9777,0.0750,0.9664
0.0361,0.9808,0.0870,0.9758
0.0301,0.9842,0.1192,0.9695
0.0278,0.9857,0.0668,0.9769
0.0429,0.9798,0.0811,0.9695
0.0346,0.9847,0.0848,0.9690
0.0276,0.9854,0.1318,0.9522
0.0253,0.9882,0.0746,0.9785
0.0329,0.9848,0.0732,0.9722
0.0217,0.9889,0.0869,0.9758
0.0319,0.9845,0.0747,0.9727
0.0463,0.9824,0.0716,0.9732
0.0417,0.9805,0.0916,0.9701
0.0376,0.9842,0.0773,0.9769
0.0264,0.9878,0.0750,0.9748
0.0211,0.9890,0.0693,0.9753
0.0188,0.9912,0.0878,0.9743
0.0146,0.9924,0.0887,0.9732
0.0271,0.9875,0.0806,0.9743
0.0173,0.9904,0.0687,0.9790
0.0207,0.9890,0.0789,0.9748
0.0229,0.9897,0.0631,0.9779
0.0152,0.9924,0.0740,0.9758
0.0227,0.9888,0.0696,0.9769
0.0184,0.9903,0.0917,0.9785
0.0209,0.9901,0.0649,0.9758
0.0146,0.9936,0.0798,0.9774
0.0144,0.9934,0.0764,0.9779
0.0246,0.9888,0.0869,0.9758
0.0175,0.9899,0.0686,0.9785
0.0136,0.9936,0.0634,0.9821
0.0137,0.9940,0.0828,0.9816
0.0254,0.9890,0.0688,0.9743
0.0157,0.9915,0.0739,0.9758
0.0093,0.9940,0.0696,0.9785
0.0077,0.9958,0.0650,0.9785
0.0073,0.9963,0.0651,0.9785
0.0058,0.9971,0.0690,0.9790
0.0040,0.9976,0.0716,0.9806
0.0043,0.9975,0.0709,0.9811
0.0034,0.9977,0.0721,0.9816
0.0032,0.9976,0.0688,0.9816
0.0028,0.9978,0.0726,0.9811
0.0031,0.9983,0.0693,0.9811
0.0025,0.9991,0.0717,0.9821
0.0035,0.9976,0.0796,0.9806
0.0068,0.9981,0.0732,0.9827
0.0026,0.9989,0.0697,0.9806
0.0014,0.9992,0.0736,0.9811
0.0017,0.9990,0.0743,0.9811
0.0035,0.9991,0.0713,0.9816
0.0020,0.9983,0.0737,0.9806
0.0015,0.9994,0.0760,0.9806
0.0006,0.9996,0.0797,0.9811
0.0011,0.9995,0.0818,0.9811
0.0030,0.9985,0.0798,0.9811
0.0009,0.9994,0.0816,0.9795
0.0010,0.9994,0.0835,0.9795
0.0010,0.9994,0.0889,0.9790
0.0007,0.9996,0.0871,0.9811
0.0021,0.9991,0.0783,0.9827
0.0014,0.9991,0.0762,0.9832
0.0013,0.9997,0.0779,0.9816
0.0005,0.9997,0.0782,0.9821
0.0010,0.9995,0.0863,0.9837
0.0009,0.9992,0.0866,0.9827
0.0007,0.9995,0.0862,0.9806
0.0015,0.9992,0.0848,0.9779
0.0006,0.9996,0.0926,0.9785
0.0010,0.9994,0.0916,0.9785
0.0005,0.9994,0.0983,0.9800
0.0022,0.9986,0.0903,0.9800
0.0007,0.9996,0.0917,0.9806
0.0009,0.9992,0.0953,0.9811
0.0003,0.9999,0.1056,0.9800
0.0002,1.0000,0.1185,0.9811
0.0009,0.9996,0.1199,0.9800
0.0010,0.9995,0.1026,0.9795
0.0013,0.9995,0.1080,0.9806
0.0011,0.9994,0.1007,0.9800
0.0007,0.9996,0.1126,0.9785
0.0011,0.9994,0.0959,0.9827
0.0002,1.0000,0.1001,0.9832
0.0002,0.9999,0.0939,0.9806
