train_loss,train_accuracy,valid_loss,valid_accuracy
0.3273,0.8669,0.1872,0.9139
0.1892,0.9211,0.1747,0.9375
0.1645,0.9278,0.1068,0.9543
0.1372,0.9390,0.1003,0.9580
0.1011,0.9524,0.1304,0.9590
0.1060,0.9509,0.0618,0.9753
0.0968,0.9552,0.0733,0.9690
0.0829,0.9610,0.0982,0.9606
0.0926,0.9601,0.0802,0.9617
0.0891,0.9628,0.0709,0.9732
0.0825,0.9629,0.0497,0.9806
0.0628,0.9680,0.0564,0.9743
0.0724,0.9649,0.0531,0.9795
0.0793,0.9658,0.0478,0.9790
0.0774,0.9647,0.1903,0.9459
0.0675,0.9698,0.0497,0.9764
0.0585,0.9707,0.0698,0.9764
0.0544,0.9705,0.0436,0.9832
0.0642,0.9721,0.0425,0.9837
0.0762,0.9662,0.1031,0.9622
0.0512,0.9768,0.0502,0.9821
0.0461,0.9753,0.0487,0.9790
0.0585,0.9736,0.0428,0.9832
0.0555,0.9763,0.0501,0.9779
0.0487,0.9781,0.0568,0.9764
0.0408,0.9769,0.0397,0.9842
0.0607,0.9732,0.0666,0.9701
0.0566,0.9737,0.0443,0.9816
0.0673,0.9707,0.0576,0.9758
0.0607,0.9711,0.0409,0.9795
0.0380,0.9801,0.0397,0.9827
0.0384,0.9795,0.0695,0.9732
0.0362,0.9813,0.0528,0.9800
0.0348,0.9825,0.0372,0.9858
0.0312,0.9864,0.0405,0.9837
0.0450,0.9782,0.0561,0.9806
0.0387,0.9814,0.0612,0.9743
0.0510,0.9769,0.0431,0.9832
0.0415,0.9814,0.0613,0.9753
0.0330,0.9814,0.0755,0.9758
0.0335,0.9832,0.0528,0.9800
0.0446,0.9816,0.0768,0.9695
0.0405,0.9818,0.0493,0.9795
0.0332,0.9855,0.0790,0.9774
0.0370,0.9823,0.0457,0.9837
0.0313,0.9837,0.0510,0.9795
0.0367,0.9842,0.0462,0.9764
0.0361,0.9819,0.0508,0.9769
0.0293,0.9838,0.0699,0.9779
0.0288,0.9856,0.0486,0.9811
0.0156,0.9912,0.0417,0.9811
0.0153,0.9920,0.0394,0.9816
0.0162,0.9907,0.0372,0.9827
0.0160,0.9915,0.0390,0.9806
0.0127,0.9927,0.0355,0.9832
0.0117,0.9940,0.0369,0.9837
0.0128,0.9943,0.0372,0.9863
0.0092,0.9949,0.0359,0.9869
0.0104,0.9941,0.0338,0.9863
0.0137,0.9925,0.0389,0.9858
0.0121,0.9927,0.0351,0.9848
0.0121,0.9934,0.0345,0.9863
0.0125,0.9954,0.0346,0.9848
0.0098,0.9950,0.0355,0.9837
0.0102,0.9949,0.0351,0.9853
0.0098,0.9954,0.0347,0.9863
0.0117,0.9941,0.0397,0.9848
0.0101,0.9952,0.0350,0.9863
0.0121,0.9944,0.0309,0.9869
0.0070,0.9958,0.0346,0.9874
0.0105,0.9957,0.0357,0.9874
0.0073,0.9963,0.0393,0.9879
0.0112,0.9938,0.0361,0.9858
0.0066,0.9969,0.0374,0.9858
0.0068,0.9954,0.0343,0.9858
0.0059,0.9968,0.0402,0.9848
0.0052,0.9972,0.0432,0.9832
0.0091,0.9949,0.0385,0.9863
0.0077,0.9955,0.0401,0.9858
0.0078,0.9958,0.0458,0.9842
0.0073,0.9954,0.0410,0.9858
0.0080,0.9959,0.0363,0.9869
0.0099,0.9946,0.0355,0.9879
0.0060,0.9966,0.0392,0.9858
0.0062,0.9977,0.0493,0.9858
0.0067,0.9972,0.0414,0.9874
0.0049,0.9968,0.0407,0.9874
0.0063,0.9960,0.0455,0.9848
0.0038,0.9976,0.0446,0.9853
0.0044,0.9981,0.0669,0.9842
0.0071,0.9963,0.0462,0.9879
0.0055,0.9977,0.0486,0.9853
0.0046,0.9981,0.0466,0.9863
0.0052,0.9973,0.0546,0.9842
0.0056,0.9968,0.0510,0.9858
0.0072,0.9969,0.0451,0.9874
0.0051,0.9974,0.0551,0.9863
0.0062,0.9964,0.0552,0.9853
0.0065,0.9969,0.0523,0.9858
0.0058,0.9969,0.0497,0.9853
