train_loss,train_accuracy,valid_loss,valid_accuracy
0.2295,0.9044,0.1497,0.9359
0.1873,0.9217,0.1655,0.9464
0.1420,0.9382,0.0961,0.9533
0.1032,0.9542,0.0868,0.9659
0.1084,0.9487,0.0872,0.9648
0.1200,0.9490,0.0740,0.9737
0.1015,0.9547,0.0508,0.9785
0.0853,0.9612,0.0754,0.9727
0.1064,0.9566,0.1066,0.9601
0.0706,0.9652,0.0773,0.9669
0.0717,0.9682,0.0688,0.9737
0.0755,0.9665,0.0795,0.9737
0.0688,0.9697,0.0736,0.9706
0.0728,0.9682,0.0945,0.9680
0.0910,0.9623,0.1028,0.9590
0.0644,0.9714,0.0660,0.9737
0.0716,0.9685,0.0896,0.9659
0.0634,0.9723,0.0616,0.9769
0.0634,0.9690,0.0673,0.9732
0.0633,0.9711,0.0490,0.9785
0.0496,0.9746,0.0783,0.9706
0.0445,0.9763,0.0399,0.9842
0.0754,0.9680,0.0703,0.9748
0.0802,0.9700,0.0930,0.9653
0.0655,0.9711,0.0538,0.9800
0.0468,0.9774,0.0590,0.9795
0.0397,0.9791,0.0432,0.9816
0.0696,0.9708,0.0807,0.9753
0.0452,0.9782,0.0730,0.9753
0.0384,0.9810,0.0577,0.9795
0.0431,0.9795,0.0480,0.9790
0.0482,0.9762,0.0945,0.9685
0.0496,0.9748,0.0723,0.9706
0.0463,0.9795,0.0784,0.9732
0.0512,0.9749,0.0798,0.9758
0.0358,0.9824,0.0646,0.9779
0.0456,0.9755,0.0589,0.9795
0.0615,0.9718,0.0658,0.9764
0.0554,0.9755,0.0629,0.9774
0.0494,0.9777,0.0836,0.9743
0.0388,0.9829,0.0485,0.9785
0.0328,0.9821,0.0662,0.9790
0.0314,0.9852,0.0563,0.9800
0.0437,0.9805,0.0473,0.9832
0.0249,0.9858,0.0554,0.9795
0.0300,0.9847,0.0527,0.9806
0.0508,0.9767,0.0708,0.9811
0.0329,0.9837,0.0663,0.9732
0.0436,0.9813,0.0726,0.9716
0.0268,0.9853,0.0437,0.9837
0.0260,0.9883,0.0514,0.9811
0.0217,0.9895,0.0520,0.9800
0.0183,0.9880,0.0552,0.9785
0.0147,0.9909,0.0503,0.9816
0.0188,0.9870,0.0492,0.9827
0.0120,0.9921,0.0595,0.9800
0.0133,0.9929,0.0529,0.9811
0.0157,0.9918,0.0491,0.9827
0.0224,0.9892,0.0542,0.9806
0.0146,0.9931,0.0565,0.9795
0.0154,0.9927,0.0519,0.9811
0.0186,0.9916,0.0534,0.9811
0.0181,0.9917,0.0507,0.9821
0.0099,0.9938,0.0565,0.9811
0.0121,0.9944,0.0550,0.9821
0.0186,0.9907,0.0531,0.9832
0.0125,0.9939,0.0520,0.9837
0.0141,0.9907,0.0480,0.9848
0.0141,0.9926,0.0553,0.9821
0.0147,0.9940,0.0562,0.9837
0.0143,0.9906,0.0514,0.9832
0.0140,0.9918,0.0474,0.9853
0.0110,0.9943,0.0553,0.9853
0.0105,0.9930,0.0576,0.9827
0.0075,0.9954,0.0528,0.9848
0.0134,0.9936,0.0563,0.9832
0.0119,0.9940,0.0541,0.9832
0.0127,0.9941,0.0527,0.9842
0.0115,0.9940,0.0524,0.9842
0.0107,0.9940,0.0676,0.9816
0.0090,0.9936,0.0562,0.9837
0.0132,0.9944,0.0497,0.9848
0.0104,0.9950,0.0562,0.9837
0.0132,0.9930,0.0567,0.9842
0.0114,0.9943,0.0573,0.9832
0.0086,0.9943,0.0598,0.9848
0.0090,0.9959,0.0629,0.9848
0.0163,0.9922,0.0527,0.9863
0.0130,0.9946,0.0632,0.9821
0.0118,0.9950,0.0469,0.9853
0.0089,0.9938,0.0514,0.9863
0.0081,0.9960,0.0553,0.9858
0.0054,0.9971,0.0517,0.9863
0.0088,0.9952,0.0565,0.9853
0.0074,0.9953,0.0590,0.9869
0.0134,0.9936,0.0520,0.9869
0.0115,0.9931,0.0520,0.9863
0.0136,0.9945,0.0471,0.9874
0.0105,0.9940,0.0445,0.9884
0.0107,0.9941,0.0510,0.9863
