train_loss,train_accuracy,valid_loss,valid_accuracy
0.2214,0.9102,0.1044,0.9580
0.1648,0.9274,0.1127,0.9548
0.1237,0.9498,0.0698,0.9785
0.1382,0.9421,0.0979,0.9580
0.1772,0.9383,0.0962,0.9606
0.1114,0.9524,0.0810,0.9674
0.0975,0.9587,0.0826,0.9659
0.0822,0.9651,0.0749,0.9669
0.0736,0.9653,0.0624,0.9748
0.0647,0.9695,0.1183,0.9554
0.0610,0.9712,0.0583,0.9785
0.0651,0.9717,0.0638,0.9732
0.0690,0.9660,0.0552,0.9800
0.0591,0.9739,0.0607,0.9764
0.0430,0.9768,0.0507,0.9753
0.0512,0.9763,0.0586,0.9769
0.0518,0.9740,0.0579,0.9800
0.0735,0.9680,0.0688,0.9737
0.0546,0.9726,0.0532,0.9795
0.0382,0.9795,0.0578,0.9785
0.0520,0.9730,0.0626,0.9764
0.0774,0.9662,0.0786,0.9737
0.0487,0.9737,0.0575,0.9753
0.0513,0.9753,0.0668,0.9753
0.0502,0.9750,0.0462,0.9832
0.0434,0.9784,0.0529,0.9800
0.0453,0.9791,0.0613,0.9790
0.0542,0.9767,0.0624,0.9774
0.0384,0.9802,0.0426,0.9832
0.0372,0.9832,0.0704,0.9743
0.0398,0.9827,0.0551,0.9785
0.0394,0.9818,0.0823,0.9695
0.0463,0.9772,0.0562,0.9795
0.0362,0.9821,0.0626,0.9806
0.0313,0.9820,0.0750,0.9727
0.0365,0.9834,0.0530,0.9806
0.0239,0.9865,0.0805,0.9722
0.0346,0.9843,0.0686,0.9748
0.0365,0.9823,0.0688,0.9774
0.0269,0.9864,0.0630,0.9758
0.0285,0.9874,0.1067,0.9732
0.0393,0.9833,0.0704,0.9774
0.0365,0.9813,0.0678,0.9774
0.0298,0.9818,0.0531,0.9811
0.0206,0.9892,0.0700,0.9827
0.0310,0.9837,0.0592,0.9785
0.0336,0.9852,0.0806,0.9722
0.0382,0.9821,0.0529,0.9806
0.0257,0.9856,0.0663,0.9816
0.0185,0.9895,0.0639,0.9827
0.0209,0.9885,0.0560,0.9832
0.0117,0.9936,0.0587,0.9832
0.0129,0.9926,0.0569,0.9827
0.0125,0.9931,0.0538,0.9827
0.0131,0.9923,0.0568,0.9832
0.0123,0.9940,0.0589,0.9827
0.0108,0.9929,0.0555,0.9837
0.0107,0.9930,0.0627,0.9827
0.0113,0.9923,0.0582,0.9832
0.0115,0.9926,0.0563,0.9832
0.0087,0.9943,0.0581,0.9832
0.0119,0.9930,0.0531,0.9858
0.0083,0.9941,0.0532,0.9837
0.0079,0.9945,0.0516,0.9858
0.0051,0.9971,0.0575,0.9848
0.0078,0.9945,0.0573,0.9848
0.0061,0.9966,0.0561,0.9842
0.0099,0.9949,0.0617,0.9827
0.0112,0.9945,0.0573,0.9842
0.0072,0.9953,0.0615,0.9821
0.0092,0.9948,0.0588,0.9821
0.0060,0.9963,0.0616,0.9832
0.0060,0.9969,0.0560,0.9853
0.0094,0.9946,0.0608,0.9842
0.0080,0.9948,0.0572,0.9853
0.0087,0.9955,0.0591,0.9848
0.0081,0.9943,0.0563,0.9858
0.0063,0.9972,0.0614,0.9848
0.0081,0.9949,0.0589,0.9853
0.0089,0.9944,0.0605,0.9848
0.0057,0.9967,0.0580,0.9853
0.0068,0.9962,0.0575,0.9863
0.0052,0.9968,0.0636,0.9837
0.0082,0.9963,0.0586,0.9863
0.0071,0.9948,0.0629,0.9842
0.0045,0.9974,0.0621,0.9853
0.0077,0.9962,0.0565,0.9869
0.0061,0.9967,0.0674,0.9837
0.0062,0.9964,0.0631,0.9858
0.0048,0.9969,0.0629,0.9858
0.0043,0.9971,0.0673,0.9853
0.0063,0.9952,0.0698,0.9837
0.0061,0.9960,0.0639,0.9848
0.0046,0.9982,0.0693,0.9858
0.0056,0.9966,0.0620,0.9869
0.0039,0.9978,0.0619,0.9863
0.0059,0.9973,0.0722,0.9863
0.0051,0.9968,0.0713,0.9853
0.0054,0.9967,0.0678,0.9858
0.0049,0.9973,0.0787,0.9832
