train_loss,train_accuracy,valid_loss,valid_accuracy
0.3061,0.8601,0.1247,0.9538
0.1551,0.9331,0.0986,0.9569
0.1422,0.9365,0.1234,0.9512
0.1302,0.9470,0.0919,0.9611
0.1089,0.9489,0.1231,0.9564
0.0944,0.9586,0.1001,0.9632
0.1120,0.9523,0.0795,0.9638
0.0867,0.9616,0.0880,0.9648
0.0780,0.9672,0.0896,0.9622
0.0728,0.9658,0.0895,0.9575
0.0763,0.9648,0.0691,0.9727
0.0821,0.9653,0.0642,0.9722
0.0728,0.9665,0.0671,0.9674
0.0614,0.9713,0.0517,0.9774
0.0527,0.9760,0.0747,0.9743
0.0778,0.9663,0.0659,0.9706
0.0602,0.9717,0.0654,0.9753
0.0589,0.9726,0.0651,0.9816
0.0523,0.9739,0.0724,0.9722
0.0542,0.9744,0.0837,0.9664
0.0590,0.9749,0.0634,0.9774
0.0547,0.9748,0.0668,0.9743
0.0509,0.9754,0.0788,0.9690
0.0484,0.9749,0.0554,0.9758
0.0460,0.9791,0.0726,0.9737
0.0623,0.9726,0.0620,0.9779
0.0446,0.9801,0.0811,0.9706
0.0529,0.9748,0.0641,0.9711
0.0453,0.9774,0.0691,0.9722
0.0401,0.9784,0.0772,0.9785
0.0414,0.9816,0.0612,0.9811
0.0389,0.9800,0.0547,0.9753
0.0362,0.9832,0.0701,0.9737
0.0391,0.9811,0.0639,0.9727
0.0300,0.9844,0.0630,0.9748
0.0346,0.9832,0.0611,0.9748
0.0432,0.9795,0.0536,0.9816
0.0305,0.9853,0.0682,0.9737
0.0388,0.9820,0.0609,0.9743
0.0365,0.9823,0.0651,0.9764
0.0276,0.9862,0.0662,0.9774
0.0330,0.9846,0.1271,0.9737
0.0404,0.9784,0.0622,0.9785
0.0354,0.9827,0.0515,0.9811
0.0409,0.9793,0.0733,0.9680
0.0391,0.9828,0.0749,0.9743
0.0288,0.9850,0.0675,0.9774
0.0281,0.9867,0.0662,0.9769
0.0251,0.9876,0.0488,0.9779
0.0221,0.9883,0.0604,0.9795
0.0150,0.9903,0.0554,0.9790
0.0191,0.9897,0.0523,0.9811
0.0157,0.9916,0.0515,0.9816
0.0113,0.9935,0.0539,0.9821
0.0096,0.9943,0.0519,0.9816
0.0097,0.9938,0.0522,0.9816
0.0090,0.9957,0.0500,0.9837
0.0148,0.9941,0.0504,0.9827
0.0105,0.9943,0.0501,0.9816
0.0108,0.9941,0.0538,0.9821
0.0121,0.9952,0.0547,0.9832
0.0105,0.9948,0.0544,0.9837
0.0114,0.9941,0.0530,0.9837
0.0081,0.9953,0.0537,0.9832
0.0094,0.9950,0.0551,0.9827
0.0102,0.9946,0.0560,0.9821
0.0148,0.9926,0.0548,0.9816
0.0077,0.9955,0.0549,0.9821
0.0091,0.9957,0.0574,0.9832
0.0087,0.9950,0.0550,0.9842
0.0073,0.9955,0.0568,0.9842
0.0094,0.9950,0.0633,0.9827
0.0082,0.9958,0.0579,0.9842
0.0141,0.9941,0.0520,0.9842
0.0109,0.9950,0.0538,0.9837
0.0083,0.9950,0.0599,0.9832
0.0102,0.9954,0.0571,0.9842
0.0092,0.9943,0.0555,0.9837
0.0076,0.9963,0.0546,0.9837
0.0091,0.9959,0.0533,0.9827
0.0073,0.9955,0.0564,0.9837
0.0066,0.9955,0.0625,0.9837
0.0105,0.9950,0.0605,0.9842
0.0089,0.9953,0.0610,0.9837
0.0081,0.9966,0.0627,0.9821
0.0048,0.9976,0.0703,0.9837
0.0047,0.9973,0.0700,0.9842
0.0115,0.9938,0.0613,0.9827
0.0086,0.9945,0.0606,0.9848
0.0084,0.9952,0.0593,0.9827
0.0060,0.9964,0.0603,0.9842
0.0086,0.9954,0.0579,0.9842
0.0060,0.9972,0.0630,0.9853
0.0079,0.9955,0.0628,0.9842
0.0057,0.9966,0.0664,0.9837
0.0067,0.9959,0.0696,0.9837
0.0083,0.9963,0.0608,0.9848
0.0085,0.9969,0.0703,0.9832
0.0081,0.9967,0.0687,0.9837
0.0122,0.9952,0.0602,0.9816
