train_loss,train_accuracy,valid_loss,valid_accuracy
0.2025,0.9183,0.1188,0.9512
0.1419,0.9413,0.1298,0.9512
0.1162,0.9495,0.0913,0.9743
0.0886,0.9609,0.0919,0.9743
0.0742,0.9665,0.0681,0.9764
0.1015,0.9609,0.0598,0.9790
0.0825,0.9637,0.1200,0.9632
0.0617,0.9731,0.1323,0.9606
0.0659,0.9686,0.0655,0.9753
0.0631,0.9751,0.0701,0.9753
0.0491,0.9750,0.0655,0.9737
0.0501,0.9782,0.0997,0.9659
0.0827,0.9686,0.1473,0.9401
0.0789,0.9656,0.0520,0.9790
0.0481,0.9764,0.0773,0.9795
0.0510,0.9778,0.0569,0.9821
0.0513,0.9772,0.0555,0.9832
0.0468,0.9772,0.0851,0.9769
0.0403,0.9796,0.0490,0.9832
0.0399,0.9819,0.0676,0.9790
0.0346,0.9852,0.0460,0.9853
0.0372,0.9820,0.1021,0.9674
0.0455,0.9762,0.0641,0.9795
0.0318,0.9815,0.0789,0.9722
0.0522,0.9787,0.0635,0.9816
0.0533,0.9769,0.0494,0.9800
0.0475,0.9786,0.0568,0.9816
0.0280,0.9838,0.0471,0.9806
0.0317,0.9843,0.0573,0.9790
0.0425,0.9801,0.0651,0.9816
0.0332,0.9846,0.0796,0.9795
0.0356,0.9834,0.0667,0.9811
0.0316,0.9843,0.0457,0.9858
0.0248,0.9869,0.0550,0.9848
0.0234,0.9874,0.1152,0.9680
0.0280,0.9870,0.0517,0.9863
0.0309,0.9844,0.0991,0.9685
0.0471,0.9805,0.0521,0.9832
0.0366,0.9851,0.0570,0.9795
0.0332,0.9853,0.0625,0.9832
0.0278,0.9887,0.0886,0.9732
0.0239,0.9869,0.0761,0.9795
0.0517,0.9796,0.0754,0.9821
0.0321,0.9843,0.0570,0.9832
0.0233,0.9881,0.0536,0.9827
0.0320,0.9851,0.0788,0.9769
0.0218,0.9884,0.0574,0.9858
0.0290,0.9874,0.0564,0.9816
0.0219,0.9889,0.0984,0.9806
0.0305,0.9869,0.0688,0.9795
0.0169,0.9921,0.0590,0.9816
0.0136,0.9927,0.0555,0.9827
0.0152,0.9913,0.0468,0.9842
0.0126,0.9925,0.0571,0.9821
0.0115,0.9946,0.0502,0.9853
0.0075,0.9954,0.0520,0.9848
0.0093,0.9946,0.0545,0.9853
0.0065,0.9963,0.0523,0.9842
0.0061,0.9971,0.0462,0.9853
0.0091,0.9948,0.0584,0.9837
0.0085,0.9946,0.0527,0.9853
0.0076,0.9955,0.0479,0.9853
0.0098,0.9941,0.0552,0.9853
0.0072,0.9959,0.0612,0.9848
0.0089,0.9960,0.0624,0.9837
0.0052,0.9967,0.0530,0.9863
0.0057,0.9962,0.0541,0.9853
0.0069,0.9962,0.0666,0.9848
0.0059,0.9955,0.0593,0.9858
0.0085,0.9957,0.0628,0.9858
0.0049,0.9977,0.0567,0.9869
0.0086,0.9945,0.0604,0.9869
0.0068,0.9963,0.0705,0.9848
0.0053,0.9969,0.0685,0.9848
0.0059,0.9966,0.0734,0.9848
0.0037,0.9980,0.0727,0.9842
0.0070,0.9963,0.0751,0.9837
0.0050,0.9973,0.0676,0.9858
0.0045,0.9967,0.0726,0.9858
0.0044,0.9973,0.0731,0.9853
0.0049,0.9974,0.0673,0.9869
0.0047,0.9976,0.0736,0.9863
0.0070,0.9980,0.0731,0.9863
0.0060,0.9972,0.0627,0.9879
0.0041,0.9974,0.0499,0.9874
0.0039,0.9980,0.0617,0.9863
0.0025,0.9977,0.0669,0.9858
0.0066,0.9966,0.0675,0.9863
0.0055,0.9962,0.0774,0.9863
0.0042,0.9978,0.0667,0.9869
0.0050,0.9973,0.0731,0.9853
0.0028,0.9985,0.0729,0.9863
0.0049,0.9982,0.0902,0.9858
0.0040,0.9974,0.0702,0.9863
0.0071,0.9964,0.0738,0.9837
0.0055,0.9966,0.0626,0.9869
0.0071,0.9972,0.0542,0.9884
0.0044,0.9980,0.0648,0.9863
0.0056,0.9976,0.0808,0.9863
0.0039,0.9977,0.0691,0.9874
