train_loss,train_accuracy,valid_loss,valid_accuracy
0.2832,0.8730,0.1593,0.9328
0.1739,0.9221,0.1624,0.9386
0.1075,0.9568,0.1006,0.9627
0.1063,0.9506,0.1269,0.9522
0.0980,0.9587,0.0932,0.9653
0.0932,0.9609,0.0696,0.9753
0.0619,0.9721,0.0791,0.9674
0.0656,0.9705,0.1035,0.9601
0.0773,0.9656,0.0707,0.9643
0.0549,0.9739,0.0728,0.9732
0.0588,0.9724,0.0913,0.9653
0.0776,0.9670,0.0599,0.9732
0.0538,0.9731,0.0578,0.9774
0.0459,0.9775,0.0639,0.9743
0.0562,0.9740,0.0611,0.9722
0.0381,0.9837,0.0748,0.9680
0.0437,0.9775,0.0511,0.9753
0.0571,0.9748,0.0487,0.9816
0.0408,0.9781,0.0518,0.9806
0.0452,0.9777,0.0532,0.9748
0.0391,0.9810,0.0603,0.9764
0.0498,0.9781,0.0470,0.9785
0.0331,0.9832,0.0507,0.9816
0.0419,0.9814,0.1306,0.9464
0.0409,0.9841,0.0664,0.9758
0.0211,0.9880,0.0492,0.9806
0.0235,0.9874,0.1790,0.9475
0.0274,0.9878,0.0501,0.9821
0.0383,0.9817,0.0719,0.9706
0.0406,0.9801,0.0772,0.9790
0.0246,0.9874,0.0611,0.9711
0.0165,0.9911,0.0750,0.9779
0.0308,0.9843,0.0757,0.9816
0.0280,0.9866,0.0613,0.9790
0.0276,0.9875,0.0852,0.9674
0.0276,0.9869,0.0740,0.9758
0.0339,0.9838,0.0786,0.9632
0.0338,0.9843,0.0647,0.9748
0.0239,0.9890,0.0483,0.9816
0.0159,0.9918,0.0562,0.9774
0.0109,0.9939,0.0865,0.9701
0.0146,0.9906,0.0660,0.9774
0.0075,0.9957,0.0462,0.9863
0.0167,0.9908,0.0526,0.9790
0.0296,0.9869,0.0754,0.9732
0.0256,0.9876,0.0646,0.9774
0.0459,0.9808,0.0531,0.9779
0.0158,0.9916,0.0787,0.9779
0.0166,0.9922,0.0462,0.9821
0.0362,0.9864,0.0845,0.9727
0.0162,0.9918,0.0678,0.9769
0.0110,0.9945,0.0627,0.9790
0.0067,0.9971,0.0639,0.9811
0.0057,0.9968,0.0617,0.9811
0.0050,0.9973,0.0632,0.9806
0.0041,0.9975,0.0741,0.9800
0.0035,0.9975,0.0711,0.9800
0.0048,0.9969,0.0637,0.9811
0.0051,0.9969,0.0622,0.9811
0.0026,0.9985,0.0631,0.9811
0.0048,0.9963,0.0651,0.9811
0.0031,0.9982,0.0677,0.9795
0.0019,0.9989,0.0716,0.9827
0.0019,0.9990,0.0755,0.9827
0.0020,0.9990,0.0839,0.9816
0.0017,0.9991,0.0787,0.9827
0.0014,0.9985,0.0786,0.9821
0.0011,0.9996,0.0777,0.9827
0.0014,0.9990,0.0751,0.9806
0.0013,0.9994,0.0799,0.9806
0.0020,0.9987,0.0806,0.9800
0.0023,0.9989,0.0796,0.9785
0.0012,0.9991,0.0877,0.9811
0.0013,0.9992,0.0869,0.9811
0.0009,0.9992,0.0861,0.9795
0.0016,0.9992,0.0908,0.9800
0.0008,0.9996,0.0855,0.9832
0.0017,0.9994,0.0892,0.9837
0.0023,0.9991,0.0797,0.9816
0.0008,0.9992,0.0793,0.9816
0.0014,0.9995,0.0795,0.9800
0.0008,0.9996,0.0877,0.9811
0.0004,0.9997,0.0836,0.9795
0.0012,0.9991,0.0786,0.9800
0.0008,0.9992,0.0802,0.9832
0.0008,0.9996,0.0802,0.9821
0.0005,0.9997,0.0934,0.9821
0.0015,0.9996,0.0928,0.9821
0.0007,0.9995,0.0906,0.9837
0.0006,0.9996,0.0852,0.9842
0.0005,0.9997,0.0871,0.9827
0.0003,0.9999,0.0912,0.9821
0.0009,0.9992,0.0945,0.9832
0.0008,0.9995,0.0969,0.9827
0.0002,1.0000,0.0988,0.9821
0.0014,0.9995,0.1001,0.9837
0.0003,0.9999,0.0880,0.9816
0.0003,1.0000,0.1050,0.9821
0.0034,0.9991,0.0901,0.9821
0.0003,0.9997,0.0771,0.9832
