train_loss,train_accuracy,valid_loss,valid_accuracy
0.3127,0.8513,0.2673,0.8782
0.2073,0.9112,0.0933,0.9606
0.1472,0.9399,0.1231,0.9512
0.1207,0.9476,0.0804,0.9701
0.1080,0.9529,0.1876,0.9149
0.1261,0.9461,0.0602,0.9732
0.0899,0.9596,0.0660,0.9727
0.0921,0.9573,0.0598,0.9758
0.0797,0.9639,0.0577,0.9769
0.0663,0.9674,0.0654,0.9716
0.0688,0.9684,0.0623,0.9711
0.0811,0.9671,0.0605,0.9737
0.0695,0.9704,0.0519,0.9769
0.0532,0.9735,0.0680,0.9727
0.0653,0.9714,0.0511,0.9785
0.0753,0.9658,0.0750,0.9685
0.0713,0.9677,0.0583,0.9737
0.0500,0.9770,0.0732,0.9685
0.0447,0.9793,0.0576,0.9732
0.0516,0.9749,0.0963,0.9674
0.0819,0.9642,0.0597,0.9753
0.0453,0.9799,0.1016,0.9590
0.0524,0.9750,0.0579,0.9743
0.0425,0.9805,0.0407,0.9806
0.0537,0.9754,0.0492,0.9806
0.0328,0.9823,0.0515,0.9774
0.0421,0.9800,0.0577,0.9753
0.0476,0.9790,0.0596,0.9732
0.0480,0.9774,0.0654,0.9743
0.0426,0.9778,0.0581,0.9716
0.0341,0.9825,0.0526,0.9769
0.0460,0.9792,0.0604,0.9727
0.0460,0.9793,0.0478,0.9779
0.0472,0.9800,0.1156,0.9627
0.0429,0.9807,0.0484,0.9869
0.0537,0.9709,0.0442,0.9816
0.0406,0.9811,0.0446,0.9779
0.0252,0.9861,0.0535,0.9827
0.0277,0.9875,0.0500,0.9837
0.0375,0.9815,0.0593,0.9779
0.0487,0.9791,0.0439,0.9795
0.0209,0.9890,0.0512,0.9790
0.0336,0.9818,0.0517,0.9832
0.0290,0.9846,0.0858,0.9758
0.0251,0.9870,0.0479,0.9748
0.0382,0.9819,0.0428,0.9821
0.0330,0.9836,0.0715,0.9722
0.0253,0.9865,0.0441,0.9842
0.0303,0.9848,0.0466,0.9779
0.0444,0.9783,0.0466,0.9764
0.0294,0.9865,0.0412,0.9811
0.0235,0.9885,0.0394,0.9832
0.0172,0.9911,0.0411,0.9837
0.0154,0.9915,0.0422,0.9832
0.0167,0.9902,0.0420,0.9816
0.0130,0.9935,0.0415,0.9837
0.0152,0.9930,0.0438,0.9811
0.0135,0.9927,0.0391,0.9842
0.0113,0.9935,0.0419,0.9842
0.0090,0.9953,0.0416,0.9827
0.0124,0.9941,0.0405,0.9842
0.0082,0.9958,0.0420,0.9827
0.0086,0.9952,0.0408,0.9821
0.0101,0.9943,0.0467,0.9816
0.0095,0.9954,0.0415,0.9837
0.0078,0.9955,0.0437,0.9832
0.0067,0.9962,0.0431,0.9827
0.0097,0.9955,0.0397,0.9837
0.0081,0.9945,0.0434,0.9827
0.0069,0.9972,0.0425,0.9827
0.0109,0.9946,0.0454,0.9842
0.0063,0.9968,0.0459,0.9827
0.0056,0.9972,0.0487,0.9816
0.0075,0.9957,0.0478,0.9837
0.0065,0.9963,0.0483,0.9827
0.0072,0.9968,0.0480,0.9816
0.0071,0.9969,0.0444,0.9842
0.0075,0.9967,0.0459,0.9853
0.0075,0.9962,0.0535,0.9832
0.0075,0.9973,0.0453,0.9842
0.0053,0.9962,0.0530,0.9827
0.0079,0.9963,0.0440,0.9848
0.0080,0.9958,0.0445,0.9832
0.0061,0.9966,0.0512,0.9821
0.0033,0.9978,0.0574,0.9816
0.0036,0.9977,0.0594,0.9821
0.0063,0.9963,0.0537,0.9827
0.0068,0.9976,0.0515,0.9821
0.0044,0.9973,0.0553,0.9827
0.0042,0.9976,0.0582,0.9827
0.0050,0.9972,0.0580,0.9827
0.0067,0.9974,0.0566,0.9842
0.0054,0.9976,0.0474,0.9842
0.0065,0.9972,0.0523,0.9837
0.0052,0.9974,0.0597,0.9842
0.0038,0.9981,0.0573,0.9842
0.0052,0.9982,0.0586,0.9832
0.0051,0.9980,0.0576,0.9842
0.0071,0.9968,0.0570,0.9848
0.0061,0.9974,0.0596,0.9832
