train_loss,train_accuracy,valid_loss,valid_accuracy
0.2192,0.9045,0.1077,0.9569
0.1134,0.9531,0.1067,0.9611
0.1035,0.9556,0.1064,0.9596
0.1988,0.9319,0.1247,0.9554
0.0901,0.9627,0.0837,0.9685
0.0746,0.9677,0.0760,0.9701
0.0686,0.9661,0.0881,0.9722
0.0570,0.9724,0.0791,0.9732
0.0478,0.9768,0.0695,0.9727
0.0448,0.9794,0.0598,0.9764
0.0504,0.9763,0.0883,0.9690
0.0524,0.9757,0.0778,0.9727
0.0512,0.9762,0.0935,0.9701
0.0367,0.9818,0.0736,0.9769
0.0376,0.9808,0.0647,0.9737
0.0341,0.9815,0.0788,0.9764
0.0838,0.9664,0.0709,0.9743
0.0455,0.9803,0.0709,0.9732
0.0322,0.9845,0.0588,0.9790
0.0313,0.9842,0.0691,0.9748
0.0186,0.9888,0.0557,0.9764
0.0287,0.9857,0.0868,0.9743
0.0291,0.9870,0.0577,0.9785
0.0357,0.9819,0.0950,0.9653
0.0316,0.9822,0.0763,0.9716
0.0453,0.9800,0.0634,0.9748
0.0225,0.9887,0.0611,0.9758
0.0658,0.9789,0.0872,0.9716
0.0383,0.9827,0.0679,0.9774
0.0311,0.9857,0.0565,0.9774
0.0282,0.9875,0.0762,0.9722
0.0301,0.9857,0.0474,0.9800
0.0165,0.9906,0.0579,0.9806
0.0152,0.9921,0.0759,0.9790
0.0208,0.9894,0.0852,0.9758
0.0182,0.9918,0.0731,0.9779
0.0204,0.9892,0.0882,0.9743
0.0212,0.9887,0.1076,0.9695
0.0155,0.9912,0.0489,0.9827
0.0181,0.9907,0.0676,0.9774
0.0293,0.9876,0.0629,0.9785
0.0290,0.9880,0.1542,0.9606
0.0288,0.9890,0.0840,0.9753
0.0122,0.9935,0.0709,0.9795
0.0079,0.9953,0.0655,0.9785
0.0165,0.9912,0.0698,0.9806
0.0374,0.9841,0.1003,0.9790
0.0191,0.9883,0.0740,0.9779
0.0293,0.9871,0.0920,0.9732
0.0230,0.9897,0.1445,0.9648
0.0149,0.9921,0.0894,0.9779
0.0106,0.9948,0.0820,0.9795
0.0080,0.9957,0.0791,0.9790
0.0056,0.9966,0.0833,0.9800
0.0068,0.9958,0.0845,0.9795
0.0103,0.9967,0.0761,0.9806
0.0055,0.9968,0.0742,0.9800
0.0078,0.9966,0.0698,0.9827
0.0036,0.9977,0.0747,0.9806
0.0042,0.9968,0.0751,0.9806
0.0046,0.9966,0.0771,0.9811
0.0051,0.9964,0.0796,0.9806
0.0039,0.9972,0.0813,0.9806
0.0041,0.9972,0.0976,0.9790
0.0059,0.9967,0.0879,0.9816
0.0029,0.9982,0.0896,0.9806
0.0057,0.9967,0.0795,0.9832
0.0039,0.9977,0.0863,0.9816
0.0019,0.9995,0.0887,0.9821
0.0031,0.9980,0.0879,0.9827
0.0023,0.9982,0.0886,0.9832
0.0037,0.9985,0.0939,0.9827
0.0023,0.9981,0.0959,0.9806
0.0018,0.9989,0.0932,0.9806
0.0023,0.9982,0.0813,0.9832
0.0023,0.9985,0.0888,0.9821
0.0047,0.9964,0.0869,0.9811
0.0029,0.9987,0.0878,0.9837
0.0020,0.9992,0.0911,0.9832
0.0030,0.9981,0.0839,0.9842
0.0019,0.9986,0.0890,0.9827
0.0012,0.9991,0.0930,0.9821
0.0019,0.9989,0.0921,0.9827
0.0026,0.9982,0.0877,0.9832
0.0026,0.9990,0.1009,0.9827
0.0018,0.9990,0.0912,0.9821
0.0022,0.9987,0.0923,0.9816
0.0025,0.9982,0.0961,0.9837
0.0007,0.9999,0.1045,0.9842
0.0012,0.9990,0.1078,0.9827
0.0025,0.9986,0.1060,0.9816
0.0014,0.9991,0.1141,0.9821
0.0013,0.9994,0.1030,0.9827
0.0009,0.9991,0.1047,0.9832
0.0016,0.9992,0.1082,0.9832
0.0009,0.9992,0.1108,0.9827
0.0021,0.9989,0.1085,0.9827
0.0008,0.9997,0.1063,0.9800
0.0016,0.9985,0.0947,0.9821
0.0011,0.9994,0.0906,0.9816
