train_loss,train_accuracy,valid_loss,valid_accuracy
0.2506,0.9028,0.1305,0.9533
0.1745,0.9249,0.1235,0.9522
0.1209,0.9494,0.0803,0.9695
0.1128,0.9542,0.1116,0.9596
0.0922,0.9601,0.0695,0.9779
0.0962,0.9584,0.1033,0.9653
0.1134,0.9541,0.1007,0.9674
0.1072,0.9519,0.0754,0.9690
0.0861,0.9631,0.0821,0.9758
0.0653,0.9702,0.0513,0.9821
0.0805,0.9647,0.0768,0.9800
0.0636,0.9737,0.0721,0.9800
0.0583,0.9719,0.0631,0.9785
0.0665,0.9691,0.0755,0.9732
0.0751,0.9704,0.0756,0.9732
0.0625,0.9727,0.0769,0.9821
0.0613,0.9737,0.0888,0.9732
0.0578,0.9741,0.0909,0.9753
0.0616,0.9750,0.0804,0.9758
0.0556,0.9763,0.0704,0.9764
0.0650,0.9735,0.0455,0.9790
0.0472,0.9793,0.0528,0.9806
0.0535,0.9777,0.0695,0.9821
0.0792,0.9698,0.1095,0.9643
0.0664,0.9721,0.0731,0.9764
0.0528,0.9750,0.0710,0.9764
0.0469,0.9801,0.0445,0.9837
0.0405,0.9797,0.0731,0.9811
0.0331,0.9842,0.0776,0.9774
0.0365,0.9829,0.0479,0.9837
0.0437,0.9813,0.0703,0.9785
0.0306,0.9837,0.0842,0.9774
0.0537,0.9781,0.1529,0.9627
0.0387,0.9805,0.0740,0.9779
0.0439,0.9834,0.0447,0.9832
0.0492,0.9813,0.0634,0.9806
0.0698,0.9726,0.0642,0.9806
0.0473,0.9806,0.0813,0.9795
0.0313,0.9837,0.0627,0.9837
0.0482,0.9792,0.0402,0.9827
0.0371,0.9843,0.0728,0.9769
0.0561,0.9784,0.0667,0.9748
0.0520,0.9827,0.0579,0.9806
0.0312,0.9867,0.0481,0.9811
0.0303,0.9862,0.0719,0.9769
0.0289,0.9864,0.0674,0.9827
0.0320,0.9875,0.0684,0.9795
0.0325,0.9883,0.0747,0.9842
0.0353,0.9842,0.1047,0.9779
0.0282,0.9874,0.0545,0.9853
0.0192,0.9916,0.0550,0.9853
0.0225,0.9903,0.0567,0.9853
0.0162,0.9930,0.0643,0.9853
0.0156,0.9917,0.0604,0.9842
0.0205,0.9893,0.0554,0.9848
0.0135,0.9926,0.0620,0.9853
0.0142,0.9922,0.0616,0.9879
0.0095,0.9953,0.0670,0.9874
0.0166,0.9922,0.0675,0.9863
0.0113,0.9941,0.0650,0.9869
0.0134,0.9929,0.0707,0.9869
0.0157,0.9925,0.0586,0.9879
0.0111,0.9940,0.0597,0.9874
0.0071,0.9966,0.0676,0.9869
0.0110,0.9943,0.0678,0.9863
0.0138,0.9943,0.0728,0.9863
0.0104,0.9941,0.0685,0.9874
0.0171,0.9912,0.0711,0.9869
0.0116,0.9935,0.0666,0.9858
0.0103,0.9955,0.0689,0.9869
0.0131,0.9934,0.0584,0.9874
0.0133,0.9939,0.0657,0.9863
0.0102,0.9960,0.0705,0.9869
0.0114,0.9949,0.0729,0.9858
0.0086,0.9960,0.0728,0.9863
0.0091,0.9954,0.0785,0.9848
0.0145,0.9945,0.0675,0.9869
0.0093,0.9960,0.0718,0.9863
0.0102,0.9950,0.0700,0.9863
0.0117,0.9946,0.0601,0.9879
0.0094,0.9962,0.0723,0.9884
0.0097,0.9954,0.0727,0.9874
0.0134,0.9952,0.0661,0.9874
0.0093,0.9971,0.0732,0.9863
0.0091,0.9954,0.0749,0.9863
0.0050,0.9971,0.0763,0.9874
0.0075,0.9967,0.0674,0.9874
0.0102,0.9959,0.0653,0.9869
0.0077,0.9957,0.0728,0.9874
0.0142,0.9946,0.0719,0.9874
0.0085,0.9964,0.0742,0.9863
0.0057,0.9969,0.0732,0.9863
0.0104,0.9954,0.0737,0.9858
0.0148,0.9931,0.0694,0.9884
0.0093,0.9966,0.0563,0.9884
0.0056,0.9971,0.0652,0.9879
0.0072,0.9972,0.0698,0.9869
0.0083,0.9966,0.0634,0.9890
0.0086,0.9966,0.0605,0.9900
0.0085,0.9971,0.0632,0.9900
