train_loss,train_accuracy,valid_loss,valid_accuracy
0.1834,0.9250,0.0987,0.9664
0.1166,0.9575,0.0882,0.9669
0.0953,0.9603,0.1014,0.9664
0.0697,0.9694,0.0793,0.9722
0.0695,0.9707,0.0640,0.9769
0.1055,0.9578,0.1935,0.9333
0.0589,0.9743,0.0592,0.9795
0.0386,0.9832,0.0894,0.9743
0.0364,0.9828,0.0816,0.9790
0.0649,0.9739,0.0840,0.9727
0.0445,0.9805,0.0455,0.9837
0.0257,0.9880,0.0645,0.9800
0.0642,0.9726,0.0554,0.9858
0.0271,0.9852,0.0453,0.9842
0.0285,0.9868,0.0750,0.9790
0.0281,0.9859,0.0609,0.9811
0.0346,0.9838,0.0681,0.9774
0.0270,0.9875,0.0888,0.9800
0.0600,0.9759,0.0803,0.9737
0.0319,0.9834,0.0601,0.9832
0.0259,0.9873,0.0766,0.9800
0.0303,0.9874,0.0648,0.9779
0.0223,0.9887,0.0753,0.9811
0.0087,0.9943,0.0527,0.9827
0.0282,0.9876,0.0919,0.9685
0.0354,0.9832,0.0657,0.9806
0.0319,0.9861,0.0598,0.9827
0.0205,0.9904,0.1041,0.9769
0.0160,0.9920,0.1026,0.9795
0.0112,0.9944,0.0745,0.9869
0.0243,0.9873,0.0613,0.9811
0.0474,0.9845,0.0911,0.9795
0.0223,0.9883,0.0446,0.9848
0.0213,0.9896,0.0463,0.9821
0.0153,0.9920,0.0513,0.9806
0.0208,0.9899,0.0594,0.9795
0.0124,0.9943,0.0454,0.9821
0.0258,0.9901,0.0540,0.9811
0.0207,0.9913,0.0790,0.9737
0.0321,0.9883,0.0505,0.9832
0.0239,0.9896,0.0438,0.9858
0.0165,0.9920,0.0552,0.9832
0.0075,0.9952,0.0711,0.9842
0.0148,0.9938,0.0750,0.9806
0.0199,0.9906,0.0510,0.9806
0.0076,0.9967,0.0453,0.9837
0.0100,0.9945,0.0530,0.9853
0.0254,0.9880,0.0993,0.9790
0.0142,0.9916,0.0507,0.9858
0.0061,0.9962,0.0499,0.9858
0.0068,0.9959,0.0500,0.9848
0.0037,0.9976,0.0461,0.9869
0.0048,0.9972,0.0462,0.9869
0.0037,0.9975,0.0439,0.9869
0.0026,0.9990,0.0445,0.9874
0.0029,0.9980,0.0450,0.9879
0.0029,0.9981,0.0435,0.9895
0.0029,0.9985,0.0452,0.9884
0.0016,0.9987,0.0437,0.9900
0.0017,0.9991,0.0442,0.9890
0.0016,0.9994,0.0499,0.9895
0.0009,0.9995,0.0522,0.9890
0.0009,0.9995,0.0539,0.9895
0.0010,0.9991,0.0510,0.9895
0.0010,0.9996,0.0555,0.9900
0.0012,0.9991,0.0571,0.9900
0.0015,0.9991,0.0585,0.9884
0.0007,0.9994,0.0611,0.9900
0.0007,0.9995,0.0680,0.9884
0.0008,0.9995,0.0574,0.9905
0.0019,0.9990,0.0544,0.9911
0.0012,0.9991,0.0617,0.9890
0.0007,0.9996,0.0622,0.9895
0.0025,0.9990,0.0736,0.9879
0.0017,0.9990,0.0738,0.9874
0.0023,0.9987,0.0566,0.9884
0.0010,0.9994,0.0588,0.9895
0.0011,0.9995,0.0632,0.9890
0.0014,0.9989,0.0595,0.9890
0.0018,0.9987,0.0621,0.9895
0.0009,0.9992,0.0692,0.9890
0.0010,0.9991,0.0770,0.9863
0.0008,0.9995,0.0630,0.9895
0.0005,0.9995,0.0695,0.9884
0.0006,0.9995,0.0786,0.9879
0.0003,0.9997,0.0732,0.9895
0.0004,0.9997,0.0718,0.9895
0.0005,0.9997,0.0611,0.9900
0.0022,0.9991,0.0680,0.9874
0.0008,0.9992,0.0673,0.9884
0.0009,0.9996,0.0864,0.9874
0.0004,0.9997,0.0691,0.9884
0.0004,0.9997,0.0758,0.9879
0.0009,0.9995,0.0889,0.9869
0.0007,0.9995,0.0757,0.9869
0.0003,0.9996,0.0825,0.9879
0.0004,0.9999,0.0799,0.9884
0.0002,0.9997,0.0826,0.9874
0.0007,0.9995,0.0808,0.9874
0.0012,0.9994,0.0782,0.9884
