train_loss,train_accuracy,valid_loss,valid_accuracy
0.2309,0.9084,0.1184,0.9517
0.1375,0.9389,0.1057,0.9638
0.1240,0.9459,0.1007,0.9632
0.1260,0.9495,0.0841,0.9779
0.1079,0.9568,0.0592,0.9785
0.0917,0.9551,0.0623,0.9800
0.0838,0.9658,0.0569,0.9800
0.0696,0.9714,0.1151,0.9716
0.0824,0.9626,0.0586,0.9800
0.0749,0.9708,0.0638,0.9816
0.0834,0.9645,0.0657,0.9779
0.0752,0.9674,0.0636,0.9785
0.0606,0.9758,0.0634,0.9779
0.0727,0.9737,0.1119,0.9538
0.0721,0.9689,0.0693,0.9785
0.0634,0.9727,0.0666,0.9732
0.0668,0.9690,0.0589,0.9680
0.0462,0.9778,0.0588,0.9811
0.0448,0.9768,0.0455,0.9821
0.0535,0.9770,0.0735,0.9748
0.0530,0.9762,0.0555,0.9774
0.0528,0.9772,0.0518,0.9806
0.0379,0.9839,0.0569,0.9816
0.0394,0.9804,0.0916,0.9764
0.0588,0.9753,0.0505,0.9795
0.0457,0.9790,0.0487,0.9842
0.0399,0.9807,0.0516,0.9853
0.0429,0.9815,0.0695,0.9769
0.0526,0.9815,0.0336,0.9848
0.0456,0.9793,0.0525,0.9795
0.0500,0.9801,0.0466,0.9842
0.0355,0.9852,0.0479,0.9858
0.0270,0.9866,0.0517,0.9811
0.0299,0.9855,0.0342,0.9874
0.0430,0.9819,0.1010,0.9748
0.0277,0.9870,0.0444,0.9842
0.0350,0.9851,0.0859,0.9795
0.0405,0.9806,0.0465,0.9842
0.0324,0.9851,0.0948,0.9711
0.0486,0.9807,0.1012,0.9758
0.0454,0.9828,0.0620,0.9774
0.0338,0.9843,0.0470,0.9821
0.0214,0.9892,0.0841,0.9779
0.0327,0.9858,0.0426,0.9800
0.0257,0.9874,0.0555,0.9816
0.0339,0.9821,0.0438,0.9811
0.0183,0.9907,0.0442,0.9869
0.0241,0.9898,0.0544,0.9811
0.0494,0.9783,0.0628,0.9753
0.0275,0.9850,0.0844,0.9800
0.0197,0.9912,0.0509,0.9827
0.0149,0.9926,0.0468,0.9853
0.0119,0.9936,0.0474,0.9837
0.0155,0.9927,0.0506,0.9842
0.0184,0.9907,0.0487,0.9842
0.0120,0.9926,0.0425,0.9858
0.0124,0.9921,0.0454,0.9848
0.0132,0.9934,0.0400,0.9858
0.0126,0.9952,0.0436,0.9853
0.0123,0.9940,0.0455,0.9858
0.0084,0.9959,0.0510,0.9858
0.0112,0.9939,0.0427,0.9858
0.0080,0.9953,0.0416,0.9858
0.0086,0.9949,0.0502,0.9853
0.0116,0.9945,0.0439,0.9858
0.0156,0.9935,0.0389,0.9853
0.0150,0.9943,0.0403,0.9842
0.0108,0.9960,0.0566,0.9837
0.0087,0.9968,0.0450,0.9869
0.0082,0.9949,0.0456,0.9842
0.0067,0.9967,0.0521,0.9842
0.0121,0.9948,0.0459,0.9848
0.0064,0.9966,0.0443,0.9869
0.0072,0.9968,0.0520,0.9853
0.0110,0.9954,0.0435,0.9869
0.0071,0.9973,0.0516,0.9863
0.0127,0.9959,0.0509,0.9858
0.0071,0.9955,0.0475,0.9863
0.0094,0.9967,0.0424,0.9884
0.0136,0.9935,0.0433,0.9884
0.0066,0.9967,0.0452,0.9884
0.0072,0.9963,0.0389,0.9895
0.0081,0.9968,0.0516,0.9874
0.0079,0.9953,0.0431,0.9869
0.0056,0.9968,0.0484,0.9869
0.0059,0.9972,0.0497,0.9869
0.0091,0.9960,0.0525,0.9863
0.0096,0.9948,0.0454,0.9874
0.0097,0.9950,0.0463,0.9869
0.0106,0.9955,0.0545,0.9874
0.0061,0.9966,0.0430,0.9879
0.0073,0.9963,0.0456,0.9869
0.0109,0.9959,0.0448,0.9863
0.0087,0.9958,0.0431,0.9869
0.0081,0.9962,0.0480,0.9858
0.0075,0.9960,0.0481,0.9848
0.0051,0.9977,0.0522,0.9842
0.0061,0.9963,0.0515,0.9858
0.0055,0.9978,0.0637,0.9869
0.0059,0.9974,0.0597,0.9869
