train_loss,train_accuracy,valid_loss,valid_accuracy
0.2796,0.8800,0.1362,0.9501
0.1814,0.9258,0.1057,0.9601
0.1543,0.9336,0.0977,0.9611
0.1069,0.9558,0.1012,0.9632
0.1090,0.9531,0.0873,0.9648
0.1206,0.9543,0.0908,0.9643
0.0884,0.9635,0.0721,0.9748
0.0917,0.9616,0.0676,0.9711
0.0706,0.9666,0.0625,0.9737
0.0790,0.9657,0.0711,0.9669
0.0908,0.9583,0.0578,0.9753
0.0869,0.9620,0.0629,0.9701
0.0554,0.9722,0.0556,0.9769
0.0725,0.9693,0.0732,0.9648
0.0609,0.9698,0.0938,0.9638
0.0522,0.9762,0.0683,0.9727
0.0672,0.9689,0.0650,0.9737
0.0696,0.9705,0.0499,0.9769
0.0472,0.9768,0.0608,0.9790
0.0554,0.9730,0.0797,0.9732
0.0598,0.9719,0.0700,0.9685
0.0513,0.9774,0.0896,0.9711
0.0397,0.9800,0.0520,0.9811
0.0377,0.9837,0.0451,0.9816
0.0577,0.9760,0.0659,0.9769
0.0384,0.9818,0.0545,0.9790
0.0557,0.9774,0.0678,0.9753
0.0529,0.9748,0.0700,0.9753
0.0399,0.9820,0.0543,0.9806
0.0389,0.9802,0.0629,0.9732
0.0454,0.9795,0.0656,0.9764
0.0301,0.9853,0.0637,0.9732
0.0384,0.9805,0.0490,0.9727
0.0384,0.9802,0.0605,0.9758
0.0446,0.9819,0.0545,0.9764
0.0367,0.9820,0.0618,0.9722
0.0527,0.9791,0.0474,0.9795
0.0354,0.9860,0.0628,0.9769
0.0301,0.9856,0.0677,0.9753
0.0505,0.9756,0.0649,0.9758
0.0315,0.9842,0.0505,0.9832
0.0308,0.9858,0.0482,0.9811
0.0463,0.9791,0.0618,0.9758
0.0353,0.9846,0.0562,0.9806
0.0289,0.9852,0.0434,0.9806
0.0380,0.9855,0.0615,0.9800
0.0280,0.9858,0.0485,0.9790
0.0415,0.9811,0.0481,0.9806
0.0192,0.9888,0.0610,0.9806
0.0212,0.9890,0.0653,0.9758
0.0150,0.9916,0.0599,0.9811
0.0127,0.9930,0.0610,0.9785
0.0127,0.9938,0.0585,0.9785
0.0158,0.9920,0.0537,0.9785
0.0112,0.9941,0.0516,0.9806
0.0142,0.9931,0.0511,0.9816
0.0112,0.9940,0.0540,0.9790
0.0087,0.9943,0.0540,0.9795
0.0127,0.9941,0.0514,0.9837
0.0079,0.9966,0.0538,0.9821
0.0114,0.9944,0.0542,0.9816
0.0111,0.9948,0.0512,0.9837
0.0074,0.9957,0.0575,0.9821
0.0086,0.9949,0.0598,0.9832
0.0092,0.9955,0.0622,0.9827
0.0098,0.9948,0.0569,0.9800
0.0116,0.9946,0.0578,0.9832
0.0103,0.9944,0.0599,0.9827
0.0099,0.9944,0.0614,0.9800
0.0073,0.9958,0.0594,0.9832
0.0074,0.9963,0.0632,0.9800
0.0078,0.9955,0.0615,0.9816
0.0072,0.9960,0.0636,0.9816
0.0066,0.9974,0.0610,0.9827
0.0073,0.9963,0.0609,0.9821
0.0098,0.9943,0.0530,0.9848
0.0119,0.9943,0.0515,0.9837
0.0095,0.9963,0.0552,0.9821
0.0074,0.9964,0.0586,0.9832
0.0061,0.9971,0.0668,0.9832
0.0053,0.9963,0.0683,0.9832
0.0062,0.9966,0.0635,0.9842
0.0078,0.9959,0.0634,0.9816
0.0073,0.9967,0.0639,0.9827
0.0078,0.9954,0.0610,0.9827
0.0054,0.9972,0.0643,0.9816
0.0045,0.9969,0.0735,0.9800
0.0058,0.9967,0.0625,0.9827
0.0068,0.9963,0.0639,0.9832
0.0113,0.9964,0.0571,0.9821
0.0054,0.9967,0.0610,0.9811
0.0097,0.9948,0.0600,0.9827
0.0081,0.9967,0.0627,0.9832
0.0072,0.9955,0.0598,0.9842
0.0070,0.9964,0.0570,0.9848
0.0074,0.9950,0.0581,0.9848
0.0042,0.9974,0.0646,0.9848
0.0054,0.9978,0.0690,0.9821
0.0069,0.9969,0.0604,0.9837
0.0089,0.9966,0.0612,0.9848
