train_loss,train_accuracy,valid_loss,valid_accuracy
0.3935,0.8124,0.2522,0.8818
0.2256,0.8981,0.1395,0.9364
0.1863,0.9162,0.1383,0.9417
0.1403,0.9384,0.0759,0.9685
0.1128,0.9514,0.1006,0.9596
0.1494,0.9366,0.1078,0.9491
0.1200,0.9531,0.0874,0.9601
0.1014,0.9563,0.0692,0.9737
0.0951,0.9586,0.0493,0.9790
0.0969,0.9580,0.1056,0.9527
0.0764,0.9657,0.0542,0.9737
0.0731,0.9672,0.1173,0.9517
0.0882,0.9598,0.0678,0.9748
0.0988,0.9594,0.0669,0.9737
0.0954,0.9609,0.0547,0.9790
0.0779,0.9674,0.0642,0.9716
0.0691,0.9689,0.0527,0.9811
0.0617,0.9736,0.0419,0.9837
0.0764,0.9672,0.0545,0.9795
0.0748,0.9668,0.0494,0.9785
0.0748,0.9663,0.0552,0.9764
0.0680,0.9685,0.0495,0.9811
0.0650,0.9716,0.0510,0.9769
0.0636,0.9723,0.0520,0.9800
0.0640,0.9717,0.0443,0.9811
0.0705,0.9684,0.0641,0.9722
0.0514,0.9765,0.0349,0.9811
0.0658,0.9681,0.0721,0.9701
0.0680,0.9708,0.0580,0.9753
0.0493,0.9760,0.0526,0.9764
0.0683,0.9697,0.0508,0.9790
0.0489,0.9796,0.0348,0.9832
0.0566,0.9760,0.0386,0.9832
0.0482,0.9781,0.0497,0.9800
0.0519,0.9746,0.0426,0.9806
0.0454,0.9797,0.0406,0.9827
0.0431,0.9810,0.0537,0.9821
0.0405,0.9814,0.0450,0.9785
0.0451,0.9777,0.0573,0.9743
0.0492,0.9790,0.0427,0.9785
0.0416,0.9846,0.0363,0.9869
0.0449,0.9807,0.0448,0.9806
0.0491,0.9804,0.0484,0.9769
0.0497,0.9782,0.0376,0.9832
0.0458,0.9814,0.0531,0.9716
0.0491,0.9795,0.0542,0.9769
0.0601,0.9768,0.0446,0.9811
0.0492,0.9800,0.0419,0.9842
0.0319,0.9848,0.0497,0.9842
0.0398,0.9841,0.0435,0.9827
0.0309,0.9860,0.0369,0.9832
0.0214,0.9890,0.0427,0.9858
0.0255,0.9865,0.0386,0.9863
0.0242,0.9878,0.0357,0.9879
0.0155,0.9921,0.0364,0.9869
0.0236,0.9892,0.0350,0.9879
0.0211,0.9904,0.0358,0.9884
0.0198,0.9904,0.0383,0.9858
0.0153,0.9932,0.0348,0.9874
0.0214,0.9908,0.0319,0.9874
0.0186,0.9931,0.0338,0.9874
0.0192,0.9915,0.0340,0.9853
0.0168,0.9923,0.0347,0.9863
0.0189,0.9912,0.0349,0.9863
0.0222,0.9903,0.0413,0.9863
0.0155,0.9938,0.0356,0.9863
0.0148,0.9939,0.0395,0.9858
0.0156,0.9932,0.0364,0.9858
0.0195,0.9929,0.0322,0.9853
0.0188,0.9922,0.0359,0.9858
0.0176,0.9912,0.0368,0.9858
0.0124,0.9953,0.0430,0.9853
0.0153,0.9927,0.0410,0.9863
0.0151,0.9920,0.0388,0.9874
0.0132,0.9946,0.0404,0.9869
0.0173,0.9916,0.0399,0.9858
0.0149,0.9940,0.0426,0.9858
0.0109,0.9962,0.0394,0.9848
0.0180,0.9940,0.0401,0.9848
0.0190,0.9917,0.0364,0.9869
0.0141,0.9950,0.0357,0.9853
0.0154,0.9935,0.0368,0.9848
0.0152,0.9929,0.0441,0.9853
0.0167,0.9927,0.0376,0.9874
0.0128,0.9959,0.0384,0.9853
0.0129,0.9952,0.0421,0.9869
0.0184,0.9920,0.0406,0.9848
0.0149,0.9946,0.0386,0.9837
0.0118,0.9949,0.0356,0.9832
0.0175,0.9940,0.0395,0.9842
0.0185,0.9911,0.0392,0.9848
0.0167,0.9936,0.0455,0.9848
0.0177,0.9931,0.0394,0.9863
0.0108,0.9957,0.0480,0.9869
0.0100,0.9955,0.0425,0.9858
0.0090,0.9957,0.0415,0.9848
0.0161,0.9948,0.0397,0.9848
0.0075,0.9968,0.0418,0.9848
0.0131,0.9939,0.0474,0.9842
0.0164,0.9948,0.0451,0.9853
