train_loss,train_accuracy,valid_loss,valid_accuracy
0.2814,0.8822,0.1778,0.9107
0.1678,0.9344,0.1437,0.9375
0.1144,0.9550,0.1252,0.9470
0.0923,0.9624,0.1982,0.9175
0.0947,0.9595,0.1128,0.9611
0.0729,0.9687,0.1002,0.9590
0.0872,0.9627,0.0838,0.9680
0.0637,0.9726,0.0884,0.9648
0.0824,0.9655,0.1014,0.9690
0.0620,0.9706,0.0911,0.9596
0.0445,0.9782,0.0722,0.9727
0.0460,0.9789,0.0647,0.9764
0.0512,0.9747,0.0727,0.9748
0.0409,0.9806,0.0680,0.9748
0.0358,0.9838,0.0886,0.9711
0.0295,0.9834,0.0747,0.9695
0.0596,0.9759,0.0706,0.9753
0.0504,0.9785,0.1121,0.9517
0.0482,0.9792,0.1090,0.9596
0.0311,0.9852,0.1007,0.9716
0.0351,0.9848,0.0762,0.9758
0.0330,0.9836,0.0746,0.9779
0.0214,0.9885,0.0870,0.9716
0.0430,0.9810,0.1106,0.9622
0.0298,0.9841,0.0682,0.9800
0.0238,0.9878,0.1044,0.9680
0.0226,0.9882,0.0841,0.9758
0.0247,0.9871,0.0866,0.9685
0.0314,0.9856,0.0940,0.9716
0.0287,0.9889,0.0611,0.9785
0.0550,0.9757,0.0904,0.9722
0.0188,0.9887,0.1005,0.9758
0.0266,0.9884,0.0785,0.9680
0.0204,0.9910,0.0826,0.9779
0.0313,0.9866,0.0686,0.9764
0.0197,0.9893,0.0604,0.9811
0.0111,0.9929,0.0894,0.9769
0.0157,0.9908,0.0710,0.9779
0.0146,0.9912,0.0713,0.9806
0.0137,0.9926,0.1070,0.9596
0.0261,0.9888,0.0849,0.9732
0.0280,0.9873,0.0729,0.9732
0.0457,0.9841,0.0919,0.9674
0.0309,0.9852,0.0714,0.9774
0.0155,0.9918,0.0770,0.9800
0.0119,0.9938,0.0701,0.9806
0.0257,0.9882,0.0822,0.9743
0.0116,0.9939,0.0807,0.9827
0.0132,0.9941,0.0834,0.9743
0.0153,0.9917,0.0766,0.9764
0.0103,0.9950,0.0650,0.9790
0.0072,0.9966,0.0668,0.9795
0.0055,0.9972,0.0667,0.9806
0.0065,0.9961,0.0658,0.9806
0.0029,0.9987,0.0681,0.9800
0.0047,0.9968,0.0698,0.9800
0.0040,0.9977,0.0739,0.9811
0.0037,0.9976,0.0787,0.9811
0.0042,0.9981,0.0801,0.9816
0.0036,0.9973,0.0826,0.9811
0.0030,0.9981,0.0810,0.9795
0.0018,0.9995,0.0857,0.9806
0.0025,0.9982,0.0948,0.9795
0.0025,0.9985,0.0943,0.9795
0.0022,0.9986,0.0922,0.9779
0.0020,0.9992,0.0924,0.9790
0.0011,0.9996,0.0939,0.9806
0.0027,0.9987,0.0868,0.9800
0.0014,0.9992,0.0972,0.9806
0.0012,0.9994,0.1029,0.9785
0.0014,0.9989,0.0988,0.9795
0.0013,0.9989,0.0982,0.9806
0.0009,0.9992,0.1041,0.9811
0.0017,0.9991,0.1003,0.9806
0.0010,0.9996,0.1048,0.9800
0.0016,0.9986,0.1053,0.9779
0.0010,0.9994,0.1034,0.9795
0.0015,0.9992,0.1063,0.9795
0.0002,1.0000,0.1097,0.9800
0.0010,0.9995,0.1091,0.9811
0.0017,0.9991,0.1116,0.9806
0.0013,0.9990,0.1116,0.9816
0.0033,0.9986,0.0986,0.9811
0.0008,0.9997,0.0999,0.9816
0.0010,0.9992,0.1012,0.9790
0.0009,0.9996,0.1014,0.9821
0.0005,0.9995,0.1033,0.9827
0.0029,0.9986,0.0893,0.9806
0.0007,0.9996,0.0908,0.9827
0.0009,0.9996,0.0989,0.9790
0.0020,0.9990,0.1002,0.9790
0.0006,0.9996,0.1031,0.9806
0.0013,0.9990,0.1065,0.9811
0.0006,0.9997,0.1095,0.9774
0.0016,0.9994,0.1026,0.9790
0.0015,0.9995,0.1073,0.9800
0.0010,0.9992,0.1201,0.9795
0.0006,0.9996,0.1207,0.9816
0.0005,0.9995,0.1247,0.9806
0.0002,1.0000,0.1281,0.9806
