train_loss,train_accuracy,valid_loss,valid_accuracy
0.2823,0.8730,0.1569,0.9238
0.1804,0.9258,0.2008,0.9091
0.1440,0.9362,0.1022,0.9632
0.0919,0.9614,0.0921,0.9632
0.0934,0.9604,0.0879,0.9680
0.0828,0.9609,0.1080,0.9611
0.0726,0.9670,0.0821,0.9706
0.0754,0.9642,0.0724,0.9711
0.0674,0.9741,0.0715,0.9743
0.0642,0.9684,0.0829,0.9711
0.0594,0.9750,0.0625,0.9774
0.0584,0.9750,0.0603,0.9732
0.0430,0.9781,0.0938,0.9748
0.0390,0.9804,0.0558,0.9716
0.0400,0.9787,0.0531,0.9790
0.0842,0.9679,0.0639,0.9779
0.0365,0.9806,0.0776,0.9779
0.0386,0.9833,0.0508,0.9790
0.0300,0.9854,0.0790,0.9669
0.0355,0.9829,0.0553,0.9758
0.0430,0.9791,0.0957,0.9580
0.0555,0.9763,0.0569,0.9753
0.0406,0.9809,0.0773,0.9727
0.0319,0.9847,0.0724,0.9706
0.0255,0.9874,0.1340,0.9522
0.0506,0.9795,0.0727,0.9722
0.0381,0.9823,0.0559,0.9800
0.0256,0.9852,0.0534,0.9785
0.0216,0.9888,0.0526,0.9827
0.0263,0.9857,0.0794,0.9769
0.0223,0.9875,0.0643,0.9737
0.0325,0.9833,0.0588,0.9790
0.0245,0.9876,0.0884,0.9606
0.0257,0.9846,0.0460,0.9795
0.0150,0.9913,0.0706,0.9769
0.0114,0.9939,0.2120,0.9417
0.0303,0.9847,0.0636,0.9785
0.0217,0.9887,0.0627,0.9837
0.0252,0.9884,0.0544,0.9821
0.0302,0.9854,0.0836,0.9716
0.0517,0.9826,0.0951,0.9685
0.0159,0.9911,0.0602,0.9816
0.0102,0.9935,0.0726,0.9753
0.0192,0.9893,0.0580,0.9806
0.0292,0.9859,0.0994,0.9727
0.0295,0.9848,0.1161,0.9753
0.0180,0.9910,0.0712,0.9790
0.0187,0.9910,0.0870,0.9727
0.0096,0.9947,0.0938,0.9764
0.0240,0.9901,0.0600,0.9832
0.0110,0.9953,0.0585,0.9837
0.0049,0.9968,0.0584,0.9837
0.0049,0.9975,0.0683,0.9790
0.0031,0.9982,0.0653,0.9832
0.0035,0.9983,0.0662,0.9827
0.0033,0.9983,0.0691,0.9811
0.0029,0.9985,0.0712,0.9811
0.0027,0.9986,0.0784,0.9800
0.0026,0.9981,0.0763,0.9811
0.0010,0.9995,0.0808,0.9816
0.0014,0.9992,0.0891,0.9795
0.0017,0.9986,0.0841,0.9842
0.0017,0.9990,0.1001,0.9785
0.0012,0.9991,0.0945,0.9816
0.0013,0.9992,0.1060,0.9800
0.0015,0.9986,0.0940,0.9806
0.0018,0.9985,0.0994,0.9811
0.0012,0.9992,0.1012,0.9800
0.0012,0.9994,0.1028,0.9806
0.0014,0.9987,0.0978,0.9795
0.0011,0.9994,0.1047,0.9800
0.0016,0.9994,0.0958,0.9842
0.0007,0.9994,0.1070,0.9842
0.0006,0.9995,0.1200,0.9821
0.0012,0.9994,0.1141,0.9795
0.0020,0.9987,0.1069,0.9795
0.0015,0.9991,0.1213,0.9795
0.0013,0.9994,0.1038,0.9811
0.0009,0.9996,0.0948,0.9827
0.0007,0.9995,0.1001,0.9816
0.0005,0.9997,0.1044,0.9811
0.0009,0.9995,0.1079,0.9816
0.0004,0.9999,0.1308,0.9827
0.0016,0.9997,0.1186,0.9821
0.0001,1.0000,0.1203,0.9811
0.0003,0.9997,0.1201,0.9837
0.0014,0.9990,0.1121,0.9821
0.0010,0.9994,0.1029,0.9848
0.0006,0.9999,0.1088,0.9853
0.0004,0.9996,0.1071,0.9858
0.0015,0.9994,0.1074,0.9848
0.0010,0.9992,0.1077,0.9853
0.0005,0.9994,0.1117,0.9837
0.0004,0.9997,0.1243,0.9832
0.0030,0.9992,0.1114,0.9848
0.0017,0.9994,0.0978,0.9837
0.0004,0.9994,0.1047,0.9821
0.0003,0.9997,0.1095,0.9821
0.0001,1.0000,0.1125,0.9827
0.0003,0.9999,0.1130,0.9837
