train_loss,train_accuracy,valid_loss,valid_accuracy
0.1930,0.9171,0.1233,0.9491
0.1355,0.9449,0.1338,0.9501
0.1128,0.9542,0.0803,0.9664
0.0707,0.9683,0.0756,0.9737
0.0679,0.9696,0.1149,0.9580
0.0880,0.9634,0.0755,0.9732
0.0595,0.9707,0.0760,0.9737
0.0593,0.9729,0.0792,0.9732
0.0673,0.9711,0.1456,0.9359
0.0575,0.9743,0.0802,0.9695
0.0459,0.9776,0.1074,0.9648
0.0324,0.9832,0.1015,0.9706
0.0434,0.9798,0.0968,0.9685
0.0531,0.9786,0.0624,0.9774
0.0412,0.9804,0.0872,0.9716
0.0308,0.9852,0.0780,0.9737
0.0334,0.9831,0.0623,0.9785
0.0524,0.9768,0.1479,0.9559
0.0438,0.9819,0.0795,0.9727
0.0948,0.9679,0.0906,0.9695
0.0359,0.9828,0.0819,0.9748
0.0304,0.9845,0.0706,0.9806
0.0272,0.9861,0.0694,0.9806
0.0262,0.9842,0.0873,0.9716
0.0351,0.9846,0.0703,0.9774
0.0310,0.9846,0.0615,0.9764
0.0279,0.9874,0.0944,0.9785
0.0223,0.9896,0.0749,0.9764
0.0359,0.9829,0.0624,0.9764
0.0342,0.9840,0.0702,0.9737
0.0209,0.9890,0.0661,0.9800
0.0130,0.9908,0.0741,0.9790
0.0285,0.9850,0.0640,0.9769
0.0214,0.9882,0.0492,0.9816
0.0233,0.9884,0.1514,0.9611
0.0343,0.9834,0.0820,0.9779
0.0313,0.9871,0.0670,0.9779
0.0385,0.9842,0.0575,0.9795
0.0257,0.9888,0.0773,0.9764
0.0272,0.9871,0.0888,0.9716
0.0246,0.9889,0.0648,0.9769
0.0172,0.9902,0.0635,0.9785
0.0136,0.9927,0.0657,0.9779
0.0209,0.9917,0.1482,0.9622
0.0227,0.9903,0.0965,0.9711
0.0194,0.9910,0.0930,0.9774
0.0182,0.9908,0.0555,0.9837
0.0127,0.9933,0.0794,0.9811
0.0156,0.9912,0.0875,0.9790
0.0173,0.9897,0.1066,0.9711
0.0126,0.9939,0.0634,0.9800
0.0073,0.9954,0.0647,0.9821
0.0079,0.9964,0.0595,0.9842
0.0054,0.9966,0.0608,0.9842
0.0039,0.9978,0.0587,0.9853
0.0081,0.9964,0.0580,0.9853
0.0039,0.9976,0.0641,0.9842
0.0042,0.9972,0.0615,0.9858
0.0052,0.9964,0.0607,0.9853
0.0047,0.9971,0.0626,0.9842
0.0049,0.9976,0.0628,0.9842
0.0045,0.9975,0.0585,0.9842
0.0040,0.9972,0.0593,0.9848
0.0022,0.9986,0.0631,0.9827
0.0024,0.9977,0.0628,0.9853
0.0021,0.9985,0.0683,0.9848
0.0018,0.9987,0.0694,0.9853
0.0021,0.9986,0.0656,0.9853
0.0020,0.9990,0.0721,0.9837
0.0021,0.9985,0.0819,0.9811
0.0020,0.9985,0.0715,0.9837
0.0036,0.9972,0.0850,0.9832
0.0031,0.9978,0.0767,0.9842
0.0020,0.9989,0.0863,0.9827
0.0013,0.9994,0.0876,0.9827
0.0025,0.9990,0.0840,0.9827
0.0016,0.9991,0.0794,0.9842
0.0012,0.9992,0.0817,0.9848
0.0024,0.9983,0.0805,0.9848
0.0020,0.9987,0.0775,0.9848
0.0018,0.9987,0.0840,0.9842
0.0015,0.9992,0.0806,0.9848
0.0013,0.9990,0.0937,0.9837
0.0016,0.9989,0.0833,0.9827
0.0009,0.9995,0.0865,0.9832
0.0029,0.9977,0.0850,0.9858
0.0015,0.9989,0.0818,0.9853
0.0014,0.9987,0.0891,0.9842
0.0027,0.9987,0.0812,0.9858
0.0012,0.9994,0.0892,0.9858
0.0017,0.9987,0.0869,0.9858
0.0013,0.9991,0.0878,0.9842
0.0019,0.9987,0.0839,0.9863
0.0010,0.9995,0.0847,0.9853
0.0006,0.9996,0.0855,0.9869
0.0016,0.9990,0.0966,0.9848
0.0012,0.9994,0.1024,0.9853
0.0011,0.9994,0.0949,0.9858
0.0017,0.9992,0.0960,0.9848
0.0006,0.9997,0.0974,0.9848
