train_loss,train_accuracy,valid_loss,valid_accuracy
0.3030,0.8683,0.1456,0.9359
0.1824,0.9213,0.1381,0.9569
0.1375,0.9433,0.0971,0.9627
0.0982,0.9561,0.1076,0.9527
0.1100,0.9535,0.1224,0.9622
0.0795,0.9655,0.0668,0.9695
0.0746,0.9678,0.0687,0.9685
0.0713,0.9692,0.2459,0.8981
0.0775,0.9637,0.0623,0.9716
0.0557,0.9749,0.0549,0.9732
0.0595,0.9733,0.1395,0.9417
0.0510,0.9743,0.0498,0.9816
0.0342,0.9823,0.0769,0.9769
0.0972,0.9589,0.0653,0.9753
0.0499,0.9769,0.0508,0.9806
0.0325,0.9831,0.0657,0.9743
0.0466,0.9773,0.0718,0.9732
0.0445,0.9790,0.0655,0.9743
0.0593,0.9705,0.0576,0.9785
0.0347,0.9855,0.0934,0.9659
0.0361,0.9836,0.0491,0.9832
0.0319,0.9846,0.0581,0.9806
0.0262,0.9869,0.0656,0.9806
0.0260,0.9865,0.0522,0.9806
0.0231,0.9889,0.0527,0.9779
0.0371,0.9833,0.1024,0.9674
0.0336,0.9845,0.0546,0.9821
0.0515,0.9810,0.0624,0.9779
0.0257,0.9854,0.0700,0.9785
0.0180,0.9894,0.0511,0.9821
0.0302,0.9851,0.0804,0.9732
0.0206,0.9885,0.0464,0.9858
0.0199,0.9901,0.0765,0.9800
0.0524,0.9771,0.0660,0.9706
0.0262,0.9861,0.0627,0.9748
0.0139,0.9917,0.0899,0.9737
0.0196,0.9907,0.0669,0.9769
0.0209,0.9894,0.0715,0.9737
0.0205,0.9902,0.0570,0.9716
0.0127,0.9935,0.0495,0.9863
0.0136,0.9936,0.0526,0.9869
0.0167,0.9916,0.0714,0.9743
0.0486,0.9780,0.0791,0.9722
0.0415,0.9831,0.0929,0.9722
0.0159,0.9921,0.2037,0.9596
0.0229,0.9879,0.0485,0.9816
0.0169,0.9903,0.0524,0.9774
0.0209,0.9903,0.0597,0.9769
0.0114,0.9948,0.0774,0.9764
0.0210,0.9883,0.0532,0.9795
0.0073,0.9958,0.0463,0.9821
0.0070,0.9959,0.0460,0.9827
0.0048,0.9971,0.0485,0.9816
0.0033,0.9981,0.0505,0.9827
0.0037,0.9982,0.0508,0.9837
0.0030,0.9985,0.0517,0.9827
0.0033,0.9978,0.0585,0.9837
0.0025,0.9981,0.0626,0.9811
0.0014,0.9992,0.0585,0.9832
0.0014,0.9991,0.0603,0.9842
0.0017,0.9992,0.0551,0.9848
0.0030,0.9977,0.0579,0.9832
0.0016,0.9991,0.0606,0.9816
0.0014,0.9995,0.0691,0.9816
0.0007,0.9996,0.0698,0.9821
0.0009,0.9990,0.0725,0.9827
0.0007,0.9996,0.0704,0.9832
0.0016,0.9991,0.0654,0.9816
0.0010,0.9997,0.0704,0.9827
0.0026,0.9987,0.0662,0.9821
0.0013,0.9995,0.0699,0.9848
0.0008,0.9995,0.0701,0.9837
0.0004,0.9996,0.0715,0.9842
0.0003,0.9997,0.0742,0.9832
0.0005,0.9996,0.0754,0.9827
0.0007,0.9996,0.0783,0.9837
0.0017,0.9994,0.0848,0.9811
0.0011,0.9991,0.0667,0.9869
0.0004,0.9997,0.0686,0.9858
0.0005,0.9994,0.0617,0.9863
0.0004,0.9999,0.0674,0.9869
0.0001,1.0000,0.0691,0.9874
0.0002,0.9999,0.0769,0.9858
0.0008,0.9995,0.1049,0.9832
0.0008,0.9995,0.0888,0.9848
0.0006,0.9995,0.0807,0.9837
0.0009,0.9997,0.0759,0.9874
0.0004,0.9996,0.0991,0.9827
0.0004,0.9996,0.0857,0.9842
0.0002,0.9999,0.0878,0.9842
0.0006,0.9995,0.0921,0.9837
0.0002,1.0000,0.0982,0.9853
0.0003,0.9999,0.0858,0.9848
0.0008,0.9996,0.0857,0.9853
0.0002,0.9997,0.0854,0.9848
0.0000,1.0000,0.0870,0.9848
0.0001,1.0000,0.0959,0.9832
0.0003,0.9999,0.0820,0.9869
0.0001,1.0000,0.0929,0.9848
0.0003,0.9997,0.0914,0.9853
