train_loss,train_accuracy,valid_loss,valid_accuracy
0.2529,0.8906,0.2173,0.9112
0.1491,0.9387,0.1255,0.9475
0.1158,0.9544,0.0988,0.9564
0.0981,0.9612,0.0878,0.9643
0.0859,0.9624,0.0767,0.9653
0.0775,0.9678,0.0860,0.9638
0.0760,0.9683,0.1007,0.9585
0.0617,0.9699,0.1011,0.9611
0.0587,0.9710,0.1035,0.9585
0.0439,0.9790,0.0776,0.9695
0.0478,0.9753,0.1052,0.9569
0.0489,0.9763,0.0782,0.9695
0.0460,0.9769,0.0824,0.9659
0.0511,0.9781,0.0618,0.9743
0.0431,0.9782,0.0582,0.9753
0.0393,0.9813,0.0864,0.9674
0.0479,0.9758,0.0567,0.9706
0.0400,0.9794,0.0634,0.9701
0.0392,0.9818,0.1048,0.9617
0.0365,0.9819,0.0639,0.9753
0.0214,0.9869,0.0706,0.9748
0.0407,0.9817,0.0827,0.9664
0.0266,0.9854,0.1009,0.9653
0.0268,0.9870,0.0830,0.9748
0.0223,0.9893,0.1147,0.9664
0.0330,0.9862,0.0713,0.9779
0.0358,0.9827,0.1870,0.9354
0.0290,0.9861,0.0775,0.9758
0.0260,0.9884,0.1388,0.9575
0.0264,0.9860,0.0854,0.9743
0.0184,0.9889,0.0910,0.9732
0.0242,0.9901,0.0906,0.9748
0.0150,0.9917,0.1092,0.9701
0.0342,0.9861,0.0859,0.9690
0.0172,0.9922,0.0618,0.9758
0.0375,0.9828,0.0747,0.9695
0.0222,0.9889,0.0756,0.9695
0.0278,0.9890,0.1099,0.9748
0.0177,0.9912,0.0743,0.9753
0.0146,0.9926,0.0852,0.9748
0.0257,0.9896,0.0658,0.9764
0.0126,0.9926,0.0727,0.9769
0.0142,0.9917,0.0811,0.9764
0.0103,0.9939,0.0771,0.9769
0.0261,0.9902,0.0914,0.9701
0.0153,0.9917,0.0661,0.9769
0.0149,0.9918,0.0702,0.9753
0.0183,0.9911,0.1063,0.9680
0.0202,0.9924,0.1275,0.9554
0.0297,0.9861,0.0935,0.9732
0.0133,0.9920,0.0685,0.9769
0.0110,0.9948,0.0673,0.9758
0.0092,0.9953,0.0677,0.9737
0.0066,0.9961,0.0673,0.9779
0.0057,0.9981,0.0709,0.9764
0.0042,0.9976,0.0702,0.9743
0.0052,0.9964,0.0712,0.9769
0.0064,0.9969,0.0684,0.9779
0.0026,0.9983,0.0743,0.9769
0.0027,0.9986,0.0754,0.9764
0.0022,0.9983,0.0793,0.9779
0.0032,0.9978,0.0795,0.9769
0.0024,0.9986,0.0825,0.9785
0.0025,0.9982,0.0879,0.9774
0.0038,0.9981,0.0880,0.9774
0.0019,0.9990,0.0895,0.9774
0.0028,0.9986,0.0871,0.9785
0.0022,0.9991,0.0838,0.9790
0.0019,0.9992,0.0832,0.9795
0.0020,0.9981,0.0867,0.9790
0.0019,0.9989,0.0880,0.9800
0.0040,0.9982,0.0840,0.9795
0.0024,0.9982,0.0783,0.9811
0.0022,0.9987,0.0810,0.9790
0.0011,0.9991,0.0844,0.9795
0.0005,0.9996,0.0912,0.9795
0.0020,0.9994,0.0934,0.9764
0.0006,0.9997,0.0988,0.9779
0.0023,0.9985,0.0895,0.9795
0.0004,0.9997,0.0967,0.9790
0.0012,0.9989,0.1055,0.9800
0.0011,0.9992,0.1012,0.9806
0.0015,0.9995,0.1067,0.9811
0.0006,0.9996,0.1171,0.9795
0.0012,0.9992,0.1102,0.9800
0.0007,0.9996,0.1181,0.9790
0.0010,0.9991,0.1176,0.9790
0.0016,0.9994,0.1241,0.9769
0.0009,0.9994,0.1192,0.9774
0.0021,0.9995,0.1025,0.9785
0.0006,0.9995,0.1053,0.9806
0.0005,0.9997,0.1115,0.9800
0.0002,1.0000,0.1166,0.9816
0.0014,0.9994,0.1080,0.9806
0.0007,0.9996,0.1074,0.9811
0.0005,0.9999,0.1067,0.9827
0.0005,0.9994,0.1203,0.9811
0.0006,0.9996,0.1495,0.9785
0.0012,0.9990,0.1340,0.9769
0.0004,0.9995,0.1303,0.9811
