train_loss,train_accuracy,valid_loss,valid_accuracy
0.2059,0.9176,0.0978,0.9664
0.1055,0.9570,0.0908,0.9664
0.0766,0.9685,0.0772,0.9695
0.0871,0.9633,0.1234,0.9386
0.0850,0.9661,0.0981,0.9674
0.0532,0.9753,0.0733,0.9753
0.0833,0.9692,0.0848,0.9753
0.0409,0.9817,0.0605,0.9790
0.0504,0.9787,0.0588,0.9743
0.0511,0.9766,0.1188,0.9554
0.0582,0.9705,0.0589,0.9811
0.0402,0.9812,0.0826,0.9743
0.0434,0.9833,0.0508,0.9827
0.0314,0.9833,0.0843,0.9711
0.0332,0.9856,0.0878,0.9748
0.0740,0.9749,0.0691,0.9764
0.0354,0.9829,0.0749,0.9769
0.0389,0.9840,0.0618,0.9821
0.0291,0.9857,0.0578,0.9827
0.0540,0.9776,0.0765,0.9748
0.0341,0.9831,0.0785,0.9737
0.0226,0.9880,0.0586,0.9842
0.0233,0.9882,0.0514,0.9806
0.0213,0.9878,0.0543,0.9832
0.0335,0.9847,0.0479,0.9832
0.0278,0.9870,0.1090,0.9674
0.0194,0.9906,0.0636,0.9863
0.0173,0.9917,0.0982,0.9701
0.0278,0.9878,0.0769,0.9800
0.0110,0.9943,0.0848,0.9790
0.0865,0.9717,0.0740,0.9748
0.0328,0.9848,0.0504,0.9811
0.0108,0.9939,0.0547,0.9827
0.0113,0.9933,0.0400,0.9848
0.0150,0.9920,0.0708,0.9806
0.0271,0.9896,0.0651,0.9774
0.0153,0.9930,0.0564,0.9800
0.0261,0.9880,0.0417,0.9858
0.0201,0.9926,0.0730,0.9753
0.0198,0.9903,0.0736,0.9853
0.0109,0.9948,0.0875,0.9706
0.0163,0.9911,0.0796,0.9827
0.0139,0.9935,0.0707,0.9800
0.0184,0.9930,0.1316,0.9611
0.0295,0.9880,0.0950,0.9743
0.0148,0.9926,0.0456,0.9842
0.0148,0.9924,0.0494,0.9842
0.0154,0.9921,0.0694,0.9785
0.0264,0.9894,0.0532,0.9863
0.0111,0.9941,0.0641,0.9816
0.0051,0.9969,0.0628,0.9821
0.0051,0.9973,0.0626,0.9832
0.0034,0.9978,0.0580,0.9837
0.0050,0.9973,0.0563,0.9837
0.0037,0.9972,0.0594,0.9853
0.0030,0.9981,0.0590,0.9858
0.0017,0.9989,0.0575,0.9858
0.0029,0.9982,0.0613,0.9848
0.0015,0.9989,0.0584,0.9853
0.0023,0.9985,0.0555,0.9858
0.0013,0.9992,0.0578,0.9853
0.0017,0.9991,0.0509,0.9863
0.0024,0.9983,0.0543,0.9863
0.0009,0.9994,0.0567,0.9858
0.0014,0.9987,0.0588,0.9874
0.0015,0.9989,0.0558,0.9884
0.0012,0.9991,0.0649,0.9874
0.0013,0.9992,0.0589,0.9890
0.0022,0.9991,0.0528,0.9884
0.0011,0.9991,0.0556,0.9869
0.0014,0.9995,0.0641,0.9848
0.0010,0.9992,0.0579,0.9879
0.0011,0.9992,0.0568,0.9890
0.0017,0.9992,0.0658,0.9863
0.0013,0.9995,0.0592,0.9884
0.0015,0.9992,0.0584,0.9879
0.0010,0.9995,0.0627,0.9884
0.0004,1.0000,0.0685,0.9869
0.0005,0.9995,0.0658,0.9874
0.0006,0.9996,0.0585,0.9879
0.0005,0.9995,0.0595,0.9884
0.0003,1.0000,0.0556,0.9884
0.0020,0.9986,0.0545,0.9890
0.0005,0.9997,0.0558,0.9890
0.0004,0.9999,0.0592,0.9884
0.0002,0.9997,0.0625,0.9884
0.0003,0.9999,0.0571,0.9895
0.0010,0.9991,0.0706,0.9884
0.0004,0.9995,0.0746,0.9879
0.0005,0.9996,0.0691,0.9890
0.0002,1.0000,0.0700,0.9884
0.0005,0.9996,0.0791,0.9879
0.0001,1.0000,0.0678,0.9884
0.0003,0.9997,0.0711,0.9879
0.0004,0.9997,0.0794,0.9869
0.0004,0.9996,0.0828,0.9869
0.0003,0.9997,0.0652,0.9895
0.0003,0.9997,0.0687,0.9890
0.0008,0.9992,0.0623,0.9895
0.0004,0.9999,0.0678,0.9884
